,Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported
1683,2018-10-24,2018-08-30,UberTechnologiesInc-DataBreach,197 (2 in Indiana),Indiana
1684,,,UberTechnologiesInc-DataBreach,1 (1 in Indiana),Indiana
1685,2018-03-15,2018-02-14,UMHPropertiesInc-DataBreach,581 (124 in Indiana),Indiana
1686,,,UnderArmour/MyFitnessPalApp-DataBreach,Unknown (Unknown in Indiana),Indiana
1687,2018-11-07,2017-12-06,UnifiedTrustCompanyNA-DataBreach,43000 (1228 in Indiana),Indiana
1688,2018-02-22,2018-02-10,UnionAssociatedPhysiciansClinicdbaUnionMedicalGroup-DataBreach,5 (4 in Indiana),Indiana
1689,2018-01-23,2018-01-18,UnionHospital,1 (1 in Indiana),Indiana
1690,2018-06-29,2018-06-14,UnionHospitalInc-DataBreach,1 (1 in Indiana),Indiana
1691,2018-03-07,2018-01-02,UnitedDentalPartners,58 (2 in Indiana),Indiana
1692,2018-08-15,2018-08-07,UnitedServicesAutomobileAssociation-DataBreach,1 (1 in Indiana),Indiana
1693,2018-04-30,2018-01-16,UniversityofToledo-DataBreach,6094 (70 in Indiana),Indiana
1694,2018-02-22,2018-02-01,UniversityofWisconsin-SuperiorFoundation,3734 (20 in Indiana),Indiana
1695,2018-05-29,2018-04-18,UnoAllaVoltaLLC-DataBreach,1121 (26 in Indiana),Indiana
1696,2018-03-14,2018-02-14,UPS-DataBreach,2395 (59 in Indiana),Indiana
1697,2018-04-03,2018-02-07,UrsaFarmersCooperative-DataBreach,2634 (2 in Indiana),Indiana
1698,2018-04-02,2018-02-12,USGreenFiberLLC-DataBreach,816 (5 in Indiana),Indiana
1699,2018-06-04,2018-03-23,UTEC-DataBreach,93 (88 in Indiana),Indiana
1700,2018-01-17,2017-09-21,ValleyoftheSunYMCA,2649 (3 in Indiana),Indiana
1701,2018-09-26,2018-07-27,VanguardDealerServices-DataBreach,593 (1 in Indiana),Indiana
1702,2018-02-01,2017-10-14,VentivTechnologyInc.,239 (3 in Indiana),Indiana
1703,2018-05-11,2017-07-28,VerintSystemsInc-DataBreach,229 (1 in Indiana),Indiana
1704,2018-04-04,2017-07-11,VictoriaIndependentSchoolDistrict-DataBreach,35108 (6 in Indiana),Indiana
1705,2018-06-07,2017-11-28,VillageofWellington-DataBreach,6125 (5 in Indiana),Indiana
1706,2018-09-25,2018-08-14,VillagePeopleLLC-DataBreach,1550 (2 in Indiana),Indiana
1707,2018-11-29,,ViyetLLCdbaSothebysHome-DataBreach,6156 (19 in Indiana),Indiana
1708,2018-01-24,2017-12-01,VSAPartnersInc,455 (5 in Indiana),Indiana
1709,2018-04-18,2017-09-26,WWGraingerInc-DataBreach,17902 (371 in Indiana),Indiana
1710,2018-06-01,2017-12-20,WalgreensCo-DataBreach,4365 (35 in Indiana),Indiana
1711,2018-06-29,2016-04-29,WallerandAssociatesInc-DataBreach,1310 (2 in Indiana),Indiana
1712,2018-11-30,2018-08-15,WaltersandMasonRetailIncdbaAltardState-DataBreach,8151 (228 in Indiana),Indiana
1713,2018-11-14,2018-09-08,WashingtonInitiativeforSupportiveEmployment-DataBreach,59 (1 in Indiana),Indiana
1714,2018-08-03,2018-06-08,HealthandHospitalCorporationofMarionCounty-DataBreach,1 (1 in Indiana),Indiana
1715,2018-11-06,2017-08-12,WeddleBrothersConstructionCompaniesInc-DataBreach,Unknown (2185 in Indiana),Indiana
1716,2018-06-11,2017-12-01,WeicherCompany-DataBreach,3553 (2 in Indiana),Indiana
1717,2018-06-07,2018-03-23,WeilAkmanBaylinColemanPA-DataBreach,3956 (1 in Indiana),Indiana
1718,2018-07-25,2017-09-29,WelkResortGroupInc-DataBreach,1464 (5 in Indiana),Indiana
1719,2018-09-05,2018-06-25,WellsGardenerTechnologiesInc-DataBreach,35 (1 in Indiana),Indiana
1720,2018-09-21,2018-09-18,WestEndBankSB-DataBreach,1 (1 in Indiana),Indiana
1721,2018-12-28,2018-05-01,WestminsterCollege-DataBreach,1090 (2 in Indiana),Indiana
1722,2018-01-19,2017-06-21,WestMinsterInglesideKingFarmPresbyterianRetirementCommunities,9769 (6 in Indiana),Indiana
1723,2018-08-20,2017-12-24,WhitmerandCompanyCPAsLLP-DataBreach,653 (13 in Indiana),Indiana
1724,2018-04-10,2017-05-01,WhitmerCompanyCPA'sLP-DataBreach,536 (14 in Indiana),Indiana
1725,2018-10-31,2018-08-03,WholeFoodsMarketGroupInc-DataBreach,644 (9 in Indiana),Indiana
1726,2018-08-17,2018-02-15,WieseUSAInc-DataBreach,24 (4 in Indiana),Indiana
1727,2018-01-31,2018-01-15,"WilliamA.Robinson,CPA",80 (1 in Indiana),Indiana
1728,,,WisdomWealthAbundanceLLC,Unknown (Unknown in Indiana),Indiana
1729,2018-04-25,2018-03-28,WithumSmithBrownPC-DataBreach,228 (3 in Indiana),Indiana
1730,,,WoodlawnHospital-DataBreach,Unknown (Unknown in Indiana),Indiana
1731,2018-04-16,2017-10-01,WorldTravelHoldingsInc-DataBreach,1511 (17 in Indiana),Indiana
1732,2018-11-15,2018-09-17,WyndhamVacationResortsInc-DataBreach,26 (4 in Indiana),Indiana
1733,,,XCommerceIncdbaMagentoInc-DataBreach,Unknown (Unknown in Indiana),Indiana
1734,2018-04-02,2018-02-16,XPOLogisticsInc-DataBreach,14 (1 in Indiana),Indiana
1735,2018-07-26,2008-04-01,YaleUniversity-DataBreach,119000 (555 in Indiana),Indiana
1736,2018-09-21,2018-07-24,YRCWorldwideInc-DataBreach,19635 (938 in Indiana),Indiana
1737,2018-03-21,2018-01-24,ZenithAmericanSolutions-DataBreach,1 (1 in Indiana),Indiana
1738,2018-06-11,2018-05-24,ZimmerUSIncdbaZimmerBiomet-DataBreach,81 (54 in Indiana),Indiana
1739,2018-08-07,2018-06-05,HealthandHospitalCorporationofMarionCounty-DataBreach,32 (32 in Indiana),Indiana
1740,2018-05-16,2018-03-01,ZRSManagementInc-DataBreach,423 (5 in Indiana),Indiana
1741,2018-12-28,2018-08-07,zumBrunnen-DataBreach,60 (1 in Indiana),Indiana
1742,2018-09-01,2013-09-01,ZurichAmericanInsuranceCompany-DataBreach,789 (1 in Indiana),Indiana
1743,,,247ai-DataBreach,Unknown (Unknown in Indiana),Indiana
1744,2018-11-13,2018-10-10,1800ContactsInc-DataBreach,150 (2 in Indiana),Indiana
1745,2018-11-30,2016-06-01,1873349OntarioInc-DataBreach,74548 (114 in Indiana),Indiana
1746,2018-02-05,2017-09-21,1stMarinerBank,1500 (6 in Indiana),Indiana
1747,2018-09-25,2018-05-09,44North-DataBreach,242 (8 in Indiana),Indiana
1748,2018-12-26,2017-12-06,4AsBenefits-DataBreach,4711 (109 in Indiana),Indiana
1749,2018-06-07,2018-04-03,9WHaloOpCoLPdbaAngelica-DataBreach,201 (2 in Indiana),Indiana
1750,2018-01-25,2018-01-24,A.S.K.ServicesInc.,229 (34 in Indiana),Indiana
1751,2018-03-02,2018-02-16,ABCBusCompaniesInc,741 (47 in Indiana),Indiana
1752,2018-02-13,2017-09-26,Abeles&Hoffman,237 (1 in Indiana),Indiana
1753,2018-08-31,2018-05-21,AcademyMortgageCorporation-DataBreach,357 (3 in Indiana),Indiana
1754,2018-12-14,2018-10-27,ACECashExpressInc-DataBreach,4360 (5 in Indiana),Indiana
1755,2018-02-23,2016-12-13,ACTIVENetwork,207 (8 in Indiana),Indiana
1756,2018-10-18,2018-06-14,AdelmanTravelSystemsInc-DataBreach,48 (1 in Indiana),Indiana
1757,2018-10-24,2018-10-15,AdjutantGeneralsOfficeofIndiana-DataBreach,1972 (1911 in Indiana),Indiana
1758,2018-12-06,2018-10-23,AdoptaHighwayMaintenanceCorporation-DataBreach,405 (2 in Indiana),Indiana
1759,2018-02-02,2017-04-29,"AdvancedGraphicProducts,Inc.dbaAdvanced-Online",22.182 (10 in Indiana),Indiana
1760,2018-10-08,2013-09-01,AdvancedMedicalReviewsLLC-DataBreach,Unknown (1 in Indiana),Indiana
1761,2018-06-01,2017-10-01,AdvancedTechnologyGroup-DataBreach,1020 (5 in Indiana),Indiana
1762,2018-09-28,2018-07-05,AEIFundManagementInc-DataBreach,833 (9 in Indiana),Indiana
1763,2018-01-30,,Aetna,20 (1 in Indiana),Indiana
1764,2018-08-17,2018-03-07,AetnaInc-DataBreach,178 (4 in Indiana),Indiana
1765,2018-08-27,2018-06-06,AffiliatedServiceProvidersofIndianaInc-DataBreach,25 (21 in Indiana),Indiana
1766,2018-09-28,2017-09-08,Aflac-DataBreach,7366 (5 in Indiana),Indiana
1767,2018-06-07,2018-01-08,AimbridgeHospitalityHoldingsLLC-DataBreach,77587 (1129 in Indiana),Indiana
1768,2018-08-29,2018-08-22,AirCanada-DataBreach,20000 (3 in Indiana),Indiana
1769,2018-05-08,2018-01-01,AkinDohertyKlein&FeugePC-DataBreach,334 (1 in Indiana),Indiana
1770,2018-05-01,,AlabamaFarmCreditACA-DataBreach,574 (1 in Indiana),Indiana
1771,2018-05-04,2017-10-01,AlaskaAirlinesInc-DataBreach,4102 (12 in Indiana),Indiana
1772,2018-11-14,2018-05-15,AlightSolutionsLLC-DataBreach,212 (4 in Indiana),Indiana
1773,2018-04-04,2018-03-29,AllStarDriverEducation-DataBreach,37 (4 in Indiana),Indiana
1774,2018-04-02,2018-02-14,Allconnect-DataBreach,1854 (2 in Indiana),Indiana
1775,2018-01-11,2016-11-23,AltonLane,1208 (4 in Indiana),Indiana
1776,2018-04-20,2017-10-15,AmericanEsotericLaboratories-DataBreach,61701 (36 in Indiana),Indiana
1777,2018-02-14,2015-11-06,AmericanHospitalityManagement,244 (126 in Indiana),Indiana
1778,2018-08-07,2018-06-04,AmericanInstituteofAeronauticsandAstronautics-DataBreach,671 (13 in Indiana),Indiana
1779,2018-05-25,2018-03-27,AmericanNationalInsuranceCompany-DataBreach,3790 (69 in Indiana),Indiana
1780,2018-04-23,2018-03-08,AmericanSocietyofAnesthesiologists-DataBreach,819 (6 in Indiana),Indiana
1781,2018-05-01,,AmeriFirstFinancialCorporation-DataBreach,1 (1 in Indiana),Indiana
1782,2018-03-28,,AmeriFirstHomeMortgage-DataBreach,887 (26 in Indiana),Indiana
1783,2018-01-17,2017-11-01,AmeripriseFinancialInc-DataBreach,56 (1 in Indiana),Indiana
1784,2018-12-12,2018-11-11,AmeripriseFinancialInc-DataBreach,1513 (13 in Indiana),Indiana
1785,2018-08-30,,AmeripriseFinancialInc-DataBreach,11 (1 in Indiana),Indiana
1786,2018-06-05,,AmeripriseFinancialInc-DataBreach,1 (1 in Indiana),Indiana
1787,2018-03-09,2018-02-07,AnchorFundLLC,485 (1 in Indiana),Indiana
1788,2018-03-12,2018-03-08,ANEWRealty-DataBreach,1 (1 in Indiana),Indiana
1789,2018-03-30,2018-03-01,AngelesEquityPartnersLLC-DataBreach,1 (1 in Indiana),Indiana
1790,2018-09-27,2018-04-09,AnotherPlanetEntertainment-DataBreach,3142 (6 in Indiana),Indiana
1791,2018-08-30,2018-07-23,ApexBenefitsGroupInc-DataBreach,6 (5 in Indiana),Indiana
1792,2018-03-29,2018-02-10,AppliedPlanAdministrators-DataBreach,22661 (313 in Indiana),Indiana
1793,2018-08-16,2018-04-23,AquaFinanceInc-DataBreach,569 (17 in Indiana),Indiana
1794,2018-04-16,2018-02-20,ArcadisUSInc-DataBreach,47 (4 in Indiana),Indiana
1795,,2018-10-10,ArcherDanielsMidlandCompany-DataBreach,37 (1 in Indiana),Indiana
1796,2018-06-28,2016-11-07,ArkansasChildrensHospital-DataBreach,4075 (3 in Indiana),Indiana
1797,2018-05-25,2018-02-22,ArrowElectricCompany-DataBreach,251 (39 in Indiana),Indiana
1798,2018-02-22,2018-02-20,ASCD,192 (1 in Indiana),Indiana
1799,2018-03-21,2018-02-14,AscensusInc-DataBreach,36 (31 in Indiana),Indiana
1800,2018-04-12,2018-03-19,AscensusInc-DataBreach,1 (1 in Indiana),Indiana
1801,2018-03-02,2018-01-31,ASIConstructorsInc.,336 (2 in Indiana),Indiana
1802,2018-11-30,2018-08-21,AthensFederalCommunityBank-DataBreach,1093 (7 in Indiana),Indiana
1803,2018-03-27,2018-01-09,ATIHoldingsLLC-DataBreach,34665 (78 in Indiana),Indiana
1804,2018-04-24,2016-04-01,AtriumHospitality-DataBreach,182 (1 in Indiana),Indiana
1805,2018-08-03,2017-11-17,AustinFoamPlasticsInc-DataBreach,66 (1 in Indiana),Indiana
1806,2018-04-09,2018-03-14,AustinNicholsCoIncorporated-DataBreach,37 (1 in Indiana),Indiana
1807,2018-03-16,2018-01-12,AutismNewJerseyInc-DataBreach,26 (1 in Indiana),Indiana
1808,2018-07-17,2017-11-09,AutomatedPetCareProductsInc-DataBreach,2693 (42 in Indiana),Indiana
1809,2018-08-27,2018-08-14,AveannaHealthcare-DataBreach,20 (20 in Indiana),Indiana
1810,2018-11-21,2018-11-01,AXA Equitable Life Insurance Company,33700 (185 in Indiana),Indiana
1811,2018-04-10,2017-09-26,BTCEIncdbaHomeBrewit.com-DataBreach,1024 (207 in Indiana),Indiana
1812,2018-12-11,2018-11-24,BackcountryEdgeInc-DataBreach,643 (7 in Indiana),Indiana
1813,2018-03-05,2018-01-31,BadgerDaylightingLtd.,92 (7 in Indiana),Indiana
1814,,,BallStateUniversity-DataBreach,Unknown (Unknown in Indiana),Indiana
1815,2018-07-30,2018-06-28,BankofHope-DataBreach,11362 (7 in Indiana),Indiana
1816,2018-08-15,,BankersInsuranceGroupInc-DataBreach,1075 (3 in Indiana),Indiana
1817,2018-10-25,2018-05-30,BankersLife-DataBreach,799563 (32308 in Indiana),Indiana
1818,2018-06-27,2018-03-18,BannerEngineeringInc-DataBreach,1229 (2 in Indiana),Indiana
1819,2018-08-15,2018-08-03,BaptistHealthMedicalGroup-DataBreach,1 (1 in Indiana),Indiana
1820,2018-04-04,2018-03-19,BaptistHealthMedicalGroup-DataBreach,1 (1 in Indiana),Indiana
1821,2018-06-29,2018-04-20,BarnesandThornburgLLP-DataBreach,3 (2 in Indiana),Indiana
1822,2018-05-04,2018-03-29,BauerMediaGroupUSA-DataBreach,410 (1 in Indiana),Indiana
1823,2018-12-14,2018-10-29,BCSFinancialCorporation-DataBreach,39 (8 in Indiana),Indiana
1824,2018-03-02,2018-02-02,BeachbodyLLC,854 (17 in Indiana),Indiana
1825,2018-06-01,2018-04-02,BeaconHealthSystem-DataBreach,141 (27 in Indiana),Indiana
1826,2018-04-06,2018-03-30,BearingDistributorsInc-DataBreach,857 (19 in Indiana),Indiana
1827,2018-02-26,2017-11-08,BedBath&BeyondInc.,153 (1 in Indiana),Indiana
1828,2018-02-12,,BedBath&BeyondInc.,139 (2 in Indiana),Indiana
1829,2018-05-11,2018-05-11,BeechGroveMeadows-DataBreach,1 (1 in Indiana),Indiana
1830,2018-09-21,2018-05-22,BeiGeneLTD-DataBreach,145 (2 in Indiana),Indiana
1831,2018-05-23,2017-11-21,BellPartnersInc-DataBreach,523 (1 in Indiana),Indiana
1832,2018-05-25,2018-01-30,BellwetherEnterpriseRealEstateCapitalLLC-DataBreach,355 (1 in Indiana),Indiana
1833,2018-07-30,2018-07-30,HealthandHospitalCorporationofMarionCounty-DataBreach,1 (1 in Indiana),Indiana
1834,2018-12-21,2018-09-01,BenchmadeKnifeCoInc-DataBreach,2702 (42 in Indiana),Indiana
1835,2018-06-07,2015-08-20,BenefitOutsourcingSolutions-DataBreach,1144 (142 in Indiana),Indiana
1836,2018-04-13,2017-09-26,BestBuyCoInc-DataBreach,Unknown (Unknown in Indiana),Indiana
1837,2018-12-17,2018-08-02,BeveragesandMoreIncdbaBevMo-DataBreach,14519 (6 in Indiana),Indiana
1838,2018-03-23,2017-10-31,BigfootGunBelts-DataBreach,4141 (151 in Indiana),Indiana
1839,2018-04-05,2017-06-01,Bio-RadLaboratories-DataBreach,362 (2 in Indiana),Indiana
1840,2018-08-24,,BiodesixInc-DataBreach,92 (5 in Indiana),Indiana
1841,2018-04-30,2018-02-02,BlattnerEnergyInc-DataBreach,248 (6 in Indiana),Indiana
1842,2018-12-19,2018-11-14,BLDPLLC-DataBreach,187 (15 in Indiana),Indiana
1843,2018-04-06,2018-01-29,BlueBeaconInternational-DataBreach,33644 (1872 in Indiana),Indiana
1844,2018-07-16,2018-05-11,BlueSpringsFamilyCarePC-DataBreach,44977 (11 in Indiana),Indiana
1845,2018-01-19,2018-01-04,BluewaterThermalSolutionsLLC,225 (5 in Indiana),Indiana
1846,2018-08-17,2018-07-19,BMWBankofNorthAmerica-DataBreach,54 (2 in Indiana),Indiana
1847,2018-05-21,2013-09-01,BombasLLC-DataBreach,41000 (771 in Indiana),Indiana
1848,2018-07-20,2018-05-23,BoysTownNationalResearchHospital-DataBreach,105626 (1 in Indiana),Indiana
1849,2018-05-11,2018-03-01,BrinkerInternationalInc-DataBreach,Unknown (Unknown in Indiana),Indiana
1850,2018-09-07,2018-08-21,BritishAirwaysPLC-DataBreach,429000 (176 in Indiana),Indiana
1851,2018-03-19,2017-05-15,BronsonNutritionalsLLC-DataBreach,25450 (350 in Indiana),Indiana
1852,2018-01-10,2017-07-18,BrowardCollege,44000 (63 in Indiana),Indiana
1853,2018-05-02,2018-04-10,BrownsburgMeadows-DataBreach,2 (2 in Indiana),Indiana
1854,2018-11-07,2018-02-27,BrunetteandAssociatesLLC-DataBreach,4 (2 in Indiana),Indiana
1855,2018-10-12,2016-02-01,BuehlersFreshFoodsLLC-DataBreach,2040 (5 in Indiana),Indiana
1856,2018-10-22,2016-06-01,ByramHealthcare-DataBreach,52 (2 in Indiana),Indiana
1857,2018-09-11,2018-05-04,CandJFinancialLLC-DataBreach,372 (1 in Indiana),Indiana
1858,2018-05-15,2018-01-10,CableHillPartnersLLC-DataBreach,989 (2 in Indiana),Indiana
1859,2018-05-17,2018-05-09,CactusWellheadLLC-DataBreach,1086 (1 in Indiana),Indiana
1860,2018-02-26,2018-01-19,CaliforniaCollegeoftheArts,2709 (1 in Indiana),Indiana
1861,2018-10-05,2018-03-27,CaliforniaStateUniversityEastBay-DataBreach,9941 (4 in Indiana),Indiana
1862,2018-03-06,2017-12-01,"CaliforniaStateUniversity,Fresno",10777 (27 in Indiana),Indiana
1863,2018-05-09,2018-03-13,CambridgeDentalConsultingGroup-DataBreach,3840 (1 in Indiana),Indiana
1864,2018-03-28,,CambridgeHealthAlliance-DataBreach,2527 (1 in Indiana),Indiana
1865,2017-12-01,2017-08-15,CameronMemorialCommunityHospital-DataBreach,8 (8 in Indiana),Indiana
1866,2017-11-15,2017-11-08,CameronMemorialCommunityHospital-DataBreach,2 (2 in Indiana),Indiana
1867,,,CameronWoods-DataBreach,Unknown (Unknown in Indiana),Indiana
1868,2018-10-19,2018-07-19,CampbellsvilleUniversityInc-DataBreach,Unknown (7 in Indiana),Indiana
1869,2018-04-23,2018-02-23,CapitalDigestiveCareLLC-DataBreach,13572 (7 in Indiana),Indiana
1870,2018-04-25,,CapitalFarmCredit-DataBreach,5167 (2 in Indiana),Indiana
1871,2018-06-22,2018-02-01,CapitalIntegrationSystemsLLC-DataBreach,2321 (6 in Indiana),Indiana
1872,2018-07-06,2018-02-12,CareerTechnologyCentersofLickingCounty-DataBreach,9578 (31 in Indiana),Indiana
1873,2018-01-23,2018-01-17,CariteInc.,346 (30 in Indiana),Indiana
1874,2018-03-02,2018-01-05,"CaryE.Williams,CPA",7690 (8 in Indiana),Indiana
1875,2018-12-27,,CastlightHealthInc-DataBreach,120 (5 in Indiana),Indiana
1876,2018-10-25,,CathayPacificAirwaysLimited-DataBreach,9400000 (1 in Indiana),Indiana
1877,2018-07-19,2018-05-21,CBIZMHMLLC-DataBreach,1246 (1 in Indiana),Indiana
1878,2018-12-21,2018-05-30,CBTXInc-DataBreach,7703 (4 in Indiana),Indiana
1879,2018-08-10,2018-06-08,CCRMSanFrancisco-DataBreach,366 (1 in Indiana),Indiana
1880,2018-02-15,2018-01-31,CedarvilleUniversity,241 (6 in Indiana),Indiana
1881,2018-10-25,2018-09-29,CenderaFundingInc-DataBreach,5328 (3 in Indiana),Indiana
1882,2018-03-20,2016-05-19,CenlarFSB-DataBreach,100 (1 in Indiana),Indiana
1883,,,CenterstoneofIndiana-DataBreach,Unknown (Unknown in Indiana),Indiana
1884,2018-06-15,2017-07-11,CentralChristianCollegeofKansas-DataBreach,631 (9 in Indiana),Indiana
1885,2018-03-01,2015-11-01,CentrisFederalCreditUnion,12049 (10 in Indiana),Indiana
1886,2018-10-25,2018-05-01,CeresPartnersLLC-DataBreach,8 (2 in Indiana),Indiana
1887,2018-01-08,2017-11-08,CeteraAdvisorsLLC-DataBreach,1260 (19 in Indiana),Indiana
1888,2018-04-25,2017-11-08,CeteraAdvisorsLLC-DataBreach,2299 (8 in Indiana),Indiana
1889,2018-10-22,2018-08-26,ChallengerSportsInc-DataBreach,11123 (138 in Indiana),Indiana
1890,2018-11-20,2018-10-16,ChamberlainGroupInc-DataBreach,580 (13 in Indiana),Indiana
1891,2018-08-16,2018-03-07,ChapmanandChapmanInc-DataBreach,2545 (6 in Indiana),Indiana
1892,2018-02-05,2017-11-23,"CharlesKomar&Sons,Inc.",99 (1 in Indiana),Indiana
1893,2018-08-24,,CharmsOfficeAssistant-DataBreach,17017 (238 in Indiana),Indiana
1894,2018-05-31,2017-10-26,ChattanoogaClothingCompany-DataBreach,835 (59 in Indiana),Indiana
1895,2018-08-22,2017-11-03,CheddarsScratchKitchen-DataBreach,567000 (13604 in Indiana),Indiana
1896,2018-10-16,2017-02-01,ChicagoPropertyManagementandInvestments-DataBreach,79 (2 in Indiana),Indiana
1897,2018-01-31,2017-12-02,ChildrensMercyHospital-DataBreach,38873 (17 in Indiana),Indiana
1898,,,ChilisGrillandBar-DataBreach,Unknown (Unknown in Indiana),Indiana
1899,2018-08-22,2018-07-21,ChipotleMexicanGrillInc-DataBreach,33 (1 in Indiana),Indiana
1900,2018-03-06,,ChopraEnterprisesLLC,614 (3 in Indiana),Indiana
1901,2018-07-27,2018-05-08,ChosenHealthcare-DataBreach,310 (310 in Indiana),Indiana
1902,2018-03-06,2017-06-14,CHROMEFederalCreditUnion,3122 (2 in Indiana),Indiana
1903,,,CitiBankNA,Unknown (Unknown in Indiana),Indiana
1904,2018-04-18,2015-04-01,CitibankNA-DataBreach,410 (1 in Indiana),Indiana
1905,2018-06-04,2017-06-13,CityofGoodyearArizona-DataBreach,11247 (11 in Indiana),Indiana
1906,2018-06-08,2018-05-08,CityofHopkinsville-DataBreach,120 (2 in Indiana),Indiana
1907,2018-07-23,2017-12-11,CityofMidwestCityOklahoma-DataBreach,4559 (1 in Indiana),Indiana
1908,2018-03-21,2017-09-20,ClinicalPathologyLaboratoriesSoutheastInc-DataBreach,42720 (19 in Indiana),Indiana
1909,,,ClubSoda-DataBreach,1 (1 in Indiana),Indiana
1910,2018-08-15,2018-07-11,CNGFinancialCorporationInc-DataBreach,104649 (9 in Indiana),Indiana
1911,,,CNOFinancial-DataBreach,Unknown (Unknown in Indiana),Indiana
1912,2018-04-27,2018-02-20,CNUofIndianaLLCdbaCashNetUSA-DataBreach,3265 (28 in Indiana),Indiana
1913,2018-03-08,2018-02-19,CNUOnlineHoldingsLLC,3011 (39 in Indiana),Indiana
1914,2018-11-07,,CollierHeggernessandBronkCPAs-DataBreach,2354 (1 in Indiana),Indiana
1915,2018-08-03,2018-03-28,ColoradoBankersLifeInsuranceCompany-DataBreach,99797 (1155 in Indiana),Indiana
1916,2018-02-28,2018-02-15,ColumbiaCollegeChicago,93 (2 in Indiana),Indiana
1917,2018-05-21,2018-05-21,ColumbiaHealthcareCenter-DataBreach,1 (1 in Indiana),Indiana
1918,2018-04-25,2018-04-23,ColumbusRegionalHealth-DataBreach,1 (1 in Indiana),Indiana
1919,2018-03-21,2018-01-19,CommunityFirstBank-DataBreach,2837 (3 in Indiana),Indiana
1920,2018-01-31,2018-01-02,CommunityHealthNetwork*,1 (1 in Indiana),Indiana
1921,2018-02-15,2017-05-02,CommunityHealthNetwork-DataBreach,1 (1 in Indiana),Indiana
1922,2018-01-30,2018-01-13,CommunityHealthNetwork-DataBreach,25 (25 in Indiana),Indiana
1923,,,CommunityHealthNetwork-DataBreach,Unknown (Unknown in Indiana),Indiana
1924,2018-02-02,2017-07-10,CommunityHealthNetwork-DataBreach,11 (11 in Indiana),Indiana
1925,2018-01-17,2018-01-17,CommunityHospitalofBremen,115 (115 in Indiana),Indiana
1926,2018-11-01,2018-07-26,CommunityHospitalSouth-DataBreach,1 (1 in Indiana),Indiana
1927,2018-08-06,2018-07-20,HealthandHospitalCorporationofMarionCounty-DataBreach,1 (1 in Indiana),Indiana
1928,2018-03-22,2018-02-14,CommunityPhysiciansofIndianaInc-DataBreach,1 (1 in Indiana),Indiana
1929,2018-01-11,2017-11-29,CommunityPhysiciansofIndianaInc-DataBreach,1 (1 in Indiana),Indiana
1930,2018-03-29,2018-03-19,CommunityRehabilitationHospital-DataBreach,2 (2 in Indiana),Indiana
1931,2018-08-02,2018-07-30,CommunityRehabilitationHospitalSouth-DataBreach,9 (9 in Indiana),Indiana
1932,2018-07-13,2018-04-20,ComplyRightInc-DataBreach,662477 (12056 in Indiana),Indiana
1933,2018-07-13,2018-02-09,ConcannonMillerandCoPC-DataBreach,292 (3 in Indiana),Indiana
1934,2018-02-09,2018-01-26,"CorporateEmploymentResources,Inc.",4086 (107 in Indiana),Indiana
1935,2018-05-17,2017-11-25,CorporationServiceCompany-DataBreach,94148 (698 in Indiana),Indiana
